0,1936
1,1038
2,992
3,1014
4,985
5,992
6,1049
7,988
8,987
9,961
10,1033
11,1003
12,1068
13,1028
14,1000
15,1031
16,1038
17,1093
18,1073
19,1033
20,999
21,1031
22,1012
23,1001
24,1023
25,996
26,1029
27,1058
28,1022
29,1018
30,1030
31,1060
32,1072
33,1027
34,1101
35,1083
36,1061
37,1085
38,960
39,1063
40,992
41,1077
42,1058
43,980
44,1003
45,990
46,1095
47,946
48,981
49,998
50,1051
51,1040
52,1046
53,1051
54,1016
55,1032
56,994
57,1007
58,996
59,1051
60,975
61,1008
62,1004
63,1019
64,1002
65,995
66,996
67,1030
68,1008
69,1022
70,1027
71,1017
72,1000
73,1059
74,1024
75,1002
76,1001
77,1016
78,1106
79,1022
80,1023
81,1026
82,982
83,1011
84,1039
85,996
86,1016
87,1031
88,1034
89,1066
90,1058
91,993
92,1011
93,1025
94,997
95,1031
96,1060
97,1082
98,1000
99,999
100,1016
101,1058
102,975
103,1010
104,1006
105,1022
106,961
107,951
108,1010
109,1038
110,1015
111,965
112,1026
113,1004
114,1031
115,1050
116,1018
117,1038
118,986
119,1025
120,990
121,1053
122,1048
123,1001
124,1008
125,1103
126,1040
127,1054
128,1031
129,1012
130,1016
131,979
132,1050
133,1034
134,1017
135,1002
136,972
137,1049
138,1032
139,1027
140,1033
141,1004
142,1026
143,1061
144,1012
145,1059
146,1023
147,1013
148,1034
149,1049
150,1025
151,1086
152,1008
153,1021
154,1031
155,1050
156,998
157,1019
158,1047
159,1063
160,1048
161,1044
162,1050
163,1011
164,1019
165,1083
166,973
167,1049
168,1049
169,997
170,1013
171,991
172,1082
173,1010
174,1037
175,1045
176,1030
177,1042
178,1035
179,1018
180,1006
181,1009
182,1028
183,1024
184,1039
185,1028
186,1066
187,1004
188,931
189,1026
190,989
191,1042
192,1062
193,977
194,1061
195,1015
196,1048
197,1049
198,1059
199,1010
200,1037
201,1065
202,1065
203,1044
204,1058
205,1035
206,1061
207,1055
208,1082
209,996
210,1047
211,976
212,966
213,1027
214,1009
215,1048
216,1015
217,998
218,1011
219,1021
220,1047
221,996
222,1036
223,1043
224,994
225,1087
226,985
227,1030
228,1039
229,1113
230,1037
231,1019
232,1009
233,1045
234,1027
235,1039
236,1006
237,969
238,1016
239,1003
240,1013
241,1024
242,981
243,1016
244,981
245,999
246,1037
247,1021
248,1010
249,1035
250,990
251,1040
252,1004
253,1028
254,1035
255,0
